Assembly	K|Best match locus	K|Match confidence	K|Coverage	K|Identity	OC|Best match locus	OC|Match confidence	OC|Coverage	OC|Identity
GCF_001666155.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668995.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001664855.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001665205.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666565.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666305.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666395.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674115.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001665125.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666485.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_002017615.1	KL22	Very high	100.00%	100.00%	OCL3	Low	92.90%	98.31%
GCF_001666385.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001518715.1	KL22	Very high	100.00%	99.99%	OCL3	High	100.00%	98.44%
GCF_001669255.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001665045.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668585.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001665215.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_001664575.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666145.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666465.1	KL22	Good	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_001668555.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668915.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668775.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001669025.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001673825.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666235.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_000583475.1	KL22	Good	100.00%	99.98%	OCL3	None	88.89%	98.24%
GCF_000591915.1	KL22	Good	97.75%	99.99%	OCL3	None	88.58%	98.24%
GCF_000581535.1	KL22	None	92.81%	99.97%	OCL3	None	86.74%	98.19%
GCF_001664725.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001665985.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001673915.1	KL22	Good	98.94%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001664965.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674635.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_001666555.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674035.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_002017355.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666075.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001669425.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668755.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666255.1	KL22	Very high	100.00%	99.98%	OCL3	Good	100.00%	98.44%
GCF_001674655.1	KL22	Good	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674295.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666645.1	KL22	Very high	100.00%	100.00%	OCL3	Low	92.90%	98.31%
GCF_001666545.1	KL22	High	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_002183115.1	KL22	Very high	100.00%	100.00%	OCL3	Low	92.90%	98.31%
GCF_001674395.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_002951215.1	KL22	Good	96.27%	99.99%	OCL3	Good	100.00%	98.44%
GCF_002951255.1	KL22	Good	99.78%	99.99%	OCL3	Good	100.00%	98.44%
GCF_002951345.1	KL22	Good	95.70%	100.00%	OCL3	Very high	100.00%	98.44%
GCF_000354115.1	KL22	None	90.37%	99.98%	OCL3	Good	99.02%	98.40%
GCF_000591795.1	KL22	Good	100.00%	99.93%	OCL3	None	88.92%	98.24%
GCF_001674735.1	KL22	Good	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_001669705.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668815.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666625.1	KL22	Very high	100.00%	100.00%	OCL11	Good	73.82%	97.11%
GCF_002017395.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001669435.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_002014245.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_001666635.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001673905.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_002183085.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001669145.2	KL22	Very high	100.00%	99.99%	OCL3	High	100.00%	98.44%
GCF_001666175.1	KL22	High	100.00%	99.99%	OCL3	Low	92.90%	98.31%
GCF_002017095.1	KL22	Very high	100.00%	100.00%	OCL3	Low	92.90%	98.31%
GCF_000335675.1	KL22	Very high	100.00%	100.00%	OCL3	Very high	100.00%	98.44%
GCF_001666515.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666105.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001669005.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_000589395.1	KL22	High	100.00%	99.98%	OCL3	None	88.92%	98.24%
GCF_001669195.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674415.1	KL22	Good	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001666065.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668835.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001669635.1	KL22	Good	100.00%	99.98%	OCL3	Good	100.00%	98.44%
GCF_001674915.1	KL22	Good	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674235.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_000589475.1	KL22	Very high	100.00%	99.97%	OCL3	None	88.92%	98.21%
GCF_001669305.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674135.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668765.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674515.1	KL22	Very high	100.00%	100.00%	OCL3	None	89.68%	98.26%
GCF_001669525.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_002017065.1	KL22	Very high	100.00%	100.00%	OCL3	Low	92.90%	98.31%
GCF_001673895.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001669175.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_001674805.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_013346675.1	KL22	None	96.06%	100.00%	OCL3	None	88.89%	98.24%
GCF_001669675.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_000811085.3	KL22	Very high	100.00%	100.00%	OCL3	Low	92.90%	98.31%
GCF_001673975.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674885.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001674555.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001668855.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_001669455.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_010604795.1	KL22	Very high	100.00%	99.99%	OCL3	Good	100.00%	98.44%
GCF_001669095.1	KL22	Very high	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_000581015.1	KL22	Very high	100.00%	100.00%	OCL3	None	88.83%	98.24%
GCF_001669365.1	KL22	Very high	100.00%	100.00%	OCL3	Low	92.90%	98.31%
GCF_001433205.1	KL22	High	100.00%	99.99%	OCL3	Very high	100.00%	98.43%
GCF_000581375.1	KL13	None	96.96%	100.00%	OCL3	None	88.89%	98.24%
GCF_000592035.1	KL13	Good	99.99%	100.00%	OCL3	None	88.83%	98.24%
GCF_000581355.1	KL13	None	92.86%	100.00%	OCL3	None	88.54%	98.23%
GCF_000184475.1	KL13	High	100.00%	100.00%	OCL3	High	100.00%	98.43%
GCF_000580335.1	KL13	Good	100.00%	100.00%	OCL3	Good	100.00%	98.44%
GCF_000591935.1	KL13	Good	100.00%	100.00%	OCL3	None	88.92%	98.24%
GCF_000681955.1	KL13	Good	100.00%	100.00%	OCL3	None	88.92%	98.24%
GCF_000301915.1	KL13	Perfect	100.00%	100.00%	OCL3	None	88.83%	98.24%
GCF_000681915.1	KL13	Good	100.00%	100.00%	OCL3	None	88.92%	98.24%
GCF_000581415.1	KL13	Good	100.00%	100.00%	OCL3	None	88.92%	98.24%
GCF_013346525.1	KL32	Good	99.94%	99.54%	OCL7	Good	100.00%	98.40%
GCF_000297515.1	KL22	Very high	100.00%	98.53%	OCL1	Very high	100.00%	98.09%
GCF_017584105.1	KL77	Good	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_904884615.1	KL77	Good	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_904885785.1	KL9	Very high	100.00%	98.82%	OCL1	Very high	100.00%	98.12%
GCF_006492075.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_904884575.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_005819225.1	KL9	Good	100.00%	99.68%	OCL1	Very high	100.00%	98.12%
GCF_904884545.1	KL22	Good	100.00%	99.67%	OCL1	Very high	100.00%	98.12%
GCF_016654335.1	KL9	Low	99.96%	98.60%	OCL1	Very high	100.00%	98.12%
GCF_016654215.1	KL49	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_016654365.1	KL49	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_017600565.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600865.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600825.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600255.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017599795.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017599445.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600875.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017599865.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600525.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600665.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600595.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600165.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017599615.1	KL50	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_017599565.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600855.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017599605.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600495.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600795.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600985.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600625.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600415.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017601025.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600485.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600775.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600205.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600925.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600325.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017599925.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017599825.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600335.1	KL50	High	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_900495485.1	KL125	Very high	100.00%	95.77%	OCL1	Very high	100.00%	98.12%
GCF_010179055.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_010500355.1	KL12	Good	99.99%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_010178725.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_010179105.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_010178615.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011601585.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011603855.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011601665.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011601645.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011601385.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011602725.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_017599765.1	KL12	Good	100.00%	94.69%	OCL1	Very high	100.00%	98.12%
GCF_017601045.1	KL12	Good	100.00%	94.69%	OCL1	Very high	100.00%	98.12%
GCF_010500085.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_017599935.1	KL12	Good	100.00%	94.69%	OCL1	Very high	100.00%	98.12%
GCF_011603685.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011603965.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_010499975.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011601625.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011601445.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_011602045.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_003711985.1	KL12	Good	100.00%	94.69%	OCL1	Very high	100.00%	98.12%
GCF_017600005.1	KL12	Good	100.00%	94.69%	OCL1	Very high	100.00%	98.12%
GCF_010179235.1	KL12	Good	100.00%	94.70%	OCL1	Very high	100.00%	98.12%
GCF_003627455.1	KL12	Good	100.00%	94.69%	OCL1	Very high	100.00%	98.09%
GCF_003711855.1	KL12	Good	100.00%	94.69%	OCL1	Very high	100.00%	98.11%
GCF_010179015.1	KL12	Very high	100.00%	99.08%	OCL1	Very high	100.00%	98.12%
GCF_010500125.1	KL12	Very high	100.00%	99.08%	OCL1	Very high	100.00%	98.12%
GCF_011602645.1	KL12	Very high	100.00%	99.08%	OCL1	Very high	100.00%	98.12%
GCF_011603735.1	KL12	Very high	100.00%	99.08%	OCL1	Very high	100.00%	98.12%
GCF_011602745.1	KL12	Very high	100.00%	99.08%	OCL1	Good	100.00%	98.12%
GCF_010179515.1	KL124	None	75.06%	88.88%	OCL1	Very high	100.00%	98.12%
GCF_010178825.1	KL12	Very high	100.00%	99.08%	OCL1	Very high	100.00%	98.12%
GCF_010178945.1	KL12	Very high	100.00%	99.08%	OCL1	Very high	100.00%	98.12%
GCF_017599585.1	KL124	None	75.16%	88.88%	OCL1	Very high	100.00%	98.12%
GCF_003627515.1	KL12	High	100.00%	99.51%	OCL1	High	100.00%	98.11%
GCF_003711945.1	KL12	High	100.00%	99.52%	OCL1	Very high	100.00%	98.11%
GCF_003627405.1	KL12	High	100.00%	99.51%	OCL1	Very high	100.00%	98.12%
GCF_005280715.1	KL12	High	100.00%	99.52%	OCL1	Very high	100.00%	98.12%
GCF_010179245.1	KL12	Very high	100.00%	99.53%	OCL1	Very high	100.00%	98.12%
GCF_904886955.1	KL77	Good	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017600765.1	KL28	Very high	100.00%	97.41%	OCL1	Very high	100.00%	98.12%
GCF_017600745.1	KL28	Very high	100.00%	97.41%	OCL1	Very high	100.00%	98.12%
GCF_010178895.1	KL28	Very high	100.00%	97.41%	OCL1	Very high	100.00%	98.12%
GCF_011603765.1	KL28	Very high	100.00%	97.41%	OCL1	Very high	100.00%	98.12%
GCF_016745475.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745585.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745855.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_007999625.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745955.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745805.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745795.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745735.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745625.1	KL49	Very high	100.00%	99.61%	OCL1	Very high	100.00%	98.12%
GCF_016745575.1	KL49	Very high	100.00%	99.61%	OCL1	Very high	100.00%	98.12%
GCF_016745555.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745515.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_007115055.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_007113615.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_007113605.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745995.1	KL49	Very high	100.00%	99.61%	OCL1	Very high	100.00%	98.12%
GCF_003007485.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_015694675.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007025.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003006835.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003006845.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_008000045.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745455.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_006937715.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016746055.1	KL49	Very high	100.00%	99.60%	OCL1	Good	100.00%	98.12%
GCF_003007015.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_900495225.1	KL49	Very high	100.00%	99.61%	OCL1	Very high	100.00%	98.12%
GCF_000804725.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003006975.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003006875.1	KL49	Very high	100.00%	99.61%	OCL1	Very high	100.00%	98.12%
GCF_003007135.1	KL49	Very high	100.00%	99.57%	OCL1	Very high	100.00%	98.12%
GCF_003007335.1	KL49	High	100.00%	99.61%	OCL1	Very high	100.00%	98.12%
GCF_008000065.1	KL49	Good	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_015694555.1	KL2	Very high	100.00%	99.96%	OCL1	Very high	100.00%	98.05%
GCF_008000095.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_008000085.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_008000275.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016746035.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016746015.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745935.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745915.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745775.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745755.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745675.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016745655.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_007113645.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_016746075.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007515.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_000805595.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007065.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003335955.1	KL63	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003007095.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_008000025.2	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_000805055.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_006365965.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_006367895.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_008000075.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_001573065.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_014267385.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007115.1	KL49	High	100.00%	99.61%	OCL1	Very high	100.00%	98.12%
GCF_003006995.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007355.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003006885.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007475.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007405.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007055.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_003007435.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_002837035.1	KL49	Very high	100.00%	99.60%	OCL1	Very high	100.00%	98.12%
GCF_002837005.1	KL49	Very high	100.00%	99.60%	OCL1	Very high	100.00%	98.12%
GCF_008000125.1	KL49	Very high	100.00%	99.62%	OCL1	Very high	100.00%	98.12%
GCF_005819375.1	KL128	Good	99.82%	97.98%	OCL1	Very high	100.00%	98.12%
GCF_003939985.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_003940335.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017302955.1	KL25	Good	99.99%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017838055.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017287975.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017838085.1	KL25	Low	91.34%	99.98%	OCL1	Good	99.85%	98.11%
GCF_006493645.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017581665.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_017838165.1	KL25	Good	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_003345805.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_005819445.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_904887575.1	KL125	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_004357095.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_016903135.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_006493745.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_003345855.1	KL12	Good	99.63%	95.85%	OCL1	None	98.36%	97.86%
GCF_003345915.1	KL12	Good	99.39%	95.83%	OCL1	Good	99.13%	98.12%
GCF_003940015.1	KL12	Very high	100.00%	95.88%	OCL1	Very high	100.00%	98.12%
GCF_003939545.1	KL12	Very high	100.00%	95.88%	OCL1	Very high	100.00%	98.12%
GCF_003939935.1	KL12	Very high	100.00%	95.88%	OCL1	Very high	100.00%	98.12%
GCF_003939475.1	KL12	Very high	100.00%	95.88%	OCL1	Very high	100.00%	98.12%
GCF_003939445.1	KL12	Very high	100.00%	95.88%	OCL1	Very high	100.00%	98.12%
GCF_003939955.1	KL12	Very high	100.00%	95.88%	OCL1	Very high	100.00%	98.12%
GCF_904884465.1	KL4	Very high	100.00%	99.36%	OCL1	Very high	100.00%	98.12%
GCF_904884515.1	KL4	Very high	100.00%	99.36%	OCL1	Very high	100.00%	98.12%
GCF_904884535.1	KL4	Very high	100.00%	99.35%	OCL1	Very high	100.00%	98.12%
GCF_904886925.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_904886985.1	KL25	Very high	100.00%	99.97%	OCL1	Very high	100.00%	98.12%
GCF_002017605.1	KL2	Good	100.00%	99.59%	OCL1	Good	100.00%	98.11%
GCF_008709665.1	KL54	Very high	100.00%	98.03%	OCL1	Very high	100.00%	98.12%
GCF_009455505.1	KL54	Very high	100.00%	98.03%	OCL1	High	100.00%	98.11%
GCF_000805615.1	KL52	None	83.98%	95.42%	OCL1	Very high	100.00%	98.12%
GCF_000805635.1	KL52	None	83.98%	95.42%	OCL1	Very high	100.00%	98.12%
