assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	strain	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
GCF_014530895.1	PRJNA224116	SAMN15915130	JACSSV000000000.1	na	470	470	Acinetobacter baumannii	A72		latest	Contig	Major	Full	2020/09/14	ASM1453089v1	University of East Anglia	GCA_014530895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/530/895/GCF_014530895.1_ASM1453089v1			na
GCF_014530925.1	PRJNA224116	SAMN15915131	JACSSU000000000.1	na	470	470	Acinetobacter baumannii	A73		latest	Contig	Major	Full	2020/09/14	ASM1453092v1	University of East Anglia	GCA_014530925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/530/925/GCF_014530925.1_ASM1453092v1			na
GCF_014530935.1	PRJNA224116	SAMN15915127	JACSSX000000000.1	na	470	470	Acinetobacter baumannii	A69		latest	Contig	Major	Full	2020/09/14	ASM1453093v1	University of East Anglia	GCA_014530935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/530/935/GCF_014530935.1_ASM1453093v1			na
GCF_014530945.1	PRJNA224116	SAMN15915128	JACSSW000000000.1	na	470	470	Acinetobacter baumannii	A70		latest	Contig	Major	Full	2020/09/14	ASM1453094v1	University of East Anglia	GCA_014530945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/530/945/GCF_014530945.1_ASM1453094v1			na
GCF_014530985.1	PRJNA224116	SAMN15915125	JACSSZ000000000.1	na	470	470	Acinetobacter baumannii	A64		latest	Contig	Major	Full	2020/09/14	ASM1453098v1	University of East Anglia	GCA_014530985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/530/985/GCF_014530985.1_ASM1453098v1			na
GCF_014531005.1	PRJNA224116	SAMN15915126	JACSSY000000000.1	na	470	470	Acinetobacter baumannii	A68		latest	Contig	Major	Full	2020/09/14	ASM1453100v1	University of East Anglia	GCA_014531005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/005/GCF_014531005.1_ASM1453100v1			na
GCF_014531035.1	PRJNA224116	SAMN15915122	JACSTC000000000.1	na	470	470	Acinetobacter baumannii	A44		latest	Contig	Major	Full	2020/09/14	ASM1453103v1	University of East Anglia	GCA_014531035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/035/GCF_014531035.1_ASM1453103v1			na
GCF_014531045.1	PRJNA224116	SAMN15915121	JACSTD000000000.1	na	470	470	Acinetobacter baumannii	A43		latest	Contig	Major	Full	2020/09/14	ASM1453104v1	University of East Anglia	GCA_014531045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/045/GCF_014531045.1_ASM1453104v1			na
GCF_014531085.1	PRJNA224116	SAMN15915119	JACSTF000000000.1	na	470	470	Acinetobacter baumannii	A41		latest	Contig	Major	Full	2020/09/14	ASM1453108v1	University of East Anglia	GCA_014531085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/085/GCF_014531085.1_ASM1453108v1			na
GCF_014531115.1	PRJNA224116	SAMN15915117	JACSTH000000000.1	na	470	470	Acinetobacter baumannii	A39		latest	Contig	Major	Full	2020/09/14	ASM1453111v1	University of East Anglia	GCA_014531115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/115/GCF_014531115.1_ASM1453111v1			na
GCF_014531135.1	PRJNA224116	SAMN15915115	JACSTJ000000000.1	na	470	470	Acinetobacter baumannii	A35		latest	Contig	Major	Full	2020/09/14	ASM1453113v1	University of East Anglia	GCA_014531135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/135/GCF_014531135.1_ASM1453113v1			na
GCF_014531155.1	PRJNA224116	SAMN15915114	JACSTK000000000.1	na	470	470	Acinetobacter baumannii	A34		latest	Contig	Major	Full	2020/09/14	ASM1453115v1	University of East Anglia	GCA_014531155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/155/GCF_014531155.1_ASM1453115v1			na
GCF_014531175.1	PRJNA224116	SAMN15915116	JACSTI000000000.1	na	470	470	Acinetobacter baumannii	A36		latest	Contig	Major	Full	2020/09/14	ASM1453117v1	University of East Anglia	GCA_014531175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/175/GCF_014531175.1_ASM1453117v1			na
GCF_014531215.1	PRJNA224116	SAMN15915112	JACSTM000000000.1	na	470	470	Acinetobacter baumannii	A30		latest	Contig	Major	Full	2020/09/14	ASM1453121v1	University of East Anglia	GCA_014531215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/215/GCF_014531215.1_ASM1453121v1			na
GCF_014531235.1	PRJNA224116	SAMN15915113	JACSTL000000000.1	na	470	470	Acinetobacter baumannii	A31		latest	Contig	Major	Full	2020/09/14	ASM1453123v1	University of East Anglia	GCA_014531235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/235/GCF_014531235.1_ASM1453123v1			na
GCF_014531245.1	PRJNA224116	SAMN15915111	JACSTN000000000.1	na	470	470	Acinetobacter baumannii	A27		latest	Contig	Major	Full	2020/09/14	ASM1453124v1	University of East Anglia	GCA_014531245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/245/GCF_014531245.1_ASM1453124v1			na
GCF_014531275.1	PRJNA224116	SAMN15915120	JACSTE000000000.1	na	470	470	Acinetobacter baumannii	A42		latest	Contig	Major	Full	2020/09/14	ASM1453127v1	University of East Anglia	GCA_014531275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/275/GCF_014531275.1_ASM1453127v1			na
GCF_014531315.1	PRJNA224116	SAMN15915110	JACSTO000000000.1	na	470	470	Acinetobacter baumannii	A22		latest	Contig	Major	Full	2020/09/14	ASM1453131v1	University of East Anglia	GCA_014531315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/315/GCF_014531315.1_ASM1453131v1			na
GCF_014531335.1	PRJNA224116	SAMN15915108	JACSTP000000000.1	na	470	470	Acinetobacter baumannii	A18		latest	Contig	Major	Full	2020/09/14	ASM1453133v1	University of East Anglia	GCA_014531335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/335/GCF_014531335.1_ASM1453133v1			na
GCF_014531345.1	PRJNA224116	SAMN15915106	JACSTR000000000.1	na	470	470	Acinetobacter baumannii	A15		latest	Contig	Major	Full	2020/09/14	ASM1453134v1	University of East Anglia	GCA_014531345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/345/GCF_014531345.1_ASM1453134v1			na
GCF_014531355.1	PRJNA224116	SAMN15915107	JACSTQ000000000.1	na	470	470	Acinetobacter baumannii	A16		latest	Contig	Major	Full	2020/09/14	ASM1453135v1	University of East Anglia	GCA_014531355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/355/GCF_014531355.1_ASM1453135v1			na
GCF_014531395.1	PRJNA224116	SAMN15915105	JACSTS000000000.1	na	470	470	Acinetobacter baumannii	A14a		latest	Contig	Major	Full	2020/09/14	ASM1453139v1	University of East Anglia	GCA_014531395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/395/GCF_014531395.1_ASM1453139v1			na
GCF_014531415.1	PRJNA224116	SAMN15915102	JACSTV000000000.1	na	470	470	Acinetobacter baumannii	A10a		latest	Contig	Major	Full	2020/09/14	ASM1453141v1	University of East Anglia	GCA_014531415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/415/GCF_014531415.1_ASM1453141v1			na
GCF_014531435.1	PRJNA224116	SAMN15915101	JACSTW000000000.1	na	470	470	Acinetobacter baumannii	A10		latest	Contig	Major	Full	2020/09/14	ASM1453143v1	University of East Anglia	GCA_014531435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/435/GCF_014531435.1_ASM1453143v1			na
GCF_014531465.1	PRJNA224116	SAMN15915104	JACSTT000000000.1	na	470	470	Acinetobacter baumannii	A13a		latest	Contig	Major	Full	2020/09/14	ASM1453146v1	University of East Anglia	GCA_014531465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/465/GCF_014531465.1_ASM1453146v1			na
GCF_014531475.1	PRJNA224116	SAMN15915100	JACSTX000000000.1	na	470	470	Acinetobacter baumannii	A9		latest	Contig	Major	Full	2020/09/14	ASM1453147v1	University of East Anglia	GCA_014531475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/475/GCF_014531475.1_ASM1453147v1			na
GCF_014531515.1	PRJNA224116	SAMN15915099	JACSTY000000000.1	na	470	470	Acinetobacter baumannii	A8a		latest	Contig	Major	Full	2020/09/14	ASM1453151v1	University of East Anglia	GCA_014531515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/515/GCF_014531515.1_ASM1453151v1			na
GCF_014531535.1	PRJNA224116	SAMN15915096	JACSTZ000000000.1	na	470	470	Acinetobacter baumannii	A6		latest	Contig	Major	Full	2020/09/14	ASM1453153v1	University of East Anglia	GCA_014531535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/535/GCF_014531535.1_ASM1453153v1			na
GCF_014531555.1	PRJNA224116	SAMN15915095	JACSUA000000000.1	na	470	470	Acinetobacter baumannii	A5		latest	Contig	Major	Full	2020/09/14	ASM1453155v1	University of East Anglia	GCA_014531555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/555/GCF_014531555.1_ASM1453155v1			na
GCF_014531565.1	PRJNA224116	SAMN15915092	JACSUC000000000.1	na	470	470	Acinetobacter baumannii	A1a		latest	Contig	Major	Full	2020/09/14	ASM1453156v1	University of East Anglia	GCA_014531565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/565/GCF_014531565.1_ASM1453156v1			na
GCF_014531585.1	PRJNA224116	SAMN15915145	JACSVJ000000000.1	na	470	470	Acinetobacter baumannii	A6135		latest	Contig	Major	Full	2020/09/14	ASM1453158v1	University of East Anglia	GCA_014531585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/585/GCF_014531585.1_ASM1453158v1			na
GCF_014531635.1	PRJNA224116	SAMN15915129	JACSVM000000000.1	na	470	470	Acinetobacter baumannii	A71		latest	Contig	Major	Full	2020/09/14	ASM1453163v1	University of East Anglia	GCA_014531635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/635/GCF_014531635.1_ASM1453163v1			na
GCF_014531645.1	PRJNA224116	SAMN15915136	JACSVL000000000.1	na	470	470	Acinetobacter baumannii	A83		latest	Contig	Major	Full	2020/09/14	ASM1453164v1	University of East Anglia	GCA_014531645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/645/GCF_014531645.1_ASM1453164v1			na
GCF_014531655.1	PRJNA224116	SAMN15915139	JACSVK000000000.1	na	470	470	Acinetobacter baumannii	A86		latest	Contig	Major	Full	2020/09/14	ASM1453165v1	University of East Anglia	GCA_014531655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/655/GCF_014531655.1_ASM1453165v1			na
GCF_014531705.1	PRJNA224116	SAMN15915098	JACSVO000000000.1	na	470	470	Acinetobacter baumannii	A8-T		latest	Contig	Major	Full	2020/09/14	ASM1453170v1	University of East Anglia	GCA_014531705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/705/GCF_014531705.1_ASM1453170v1			na
GCF_014531735.1	PRJNA224116	SAMN15915097	JACSVP000000000.1	na	470	470	Acinetobacter baumannii	A7-T		latest	Contig	Major	Full	2020/09/14	ASM1453173v1	University of East Anglia	GCA_014531735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/735/GCF_014531735.1_ASM1453173v1			na
GCF_014531745.1	PRJNA224116	SAMN15915094	JACSVQ000000000.1	na	470	470	Acinetobacter baumannii	A4		latest	Contig	Major	Full	2020/09/14	ASM1453174v1	University of East Anglia	GCA_014531745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/745/GCF_014531745.1_ASM1453174v1			na
GCF_014559915.1	PRJNA224116	SAMN14943662	JABJRE000000000.1	na	470	470	Acinetobacter baumannii	173762		latest	Scaffold	Major	Full	2020/09/15	ASM1455991v1	Huashan Hospital, Fudan University	GCA_014559915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/559/915/GCF_014559915.1_ASM1455991v1			na
GCF_014559925.1	PRJNA224116	SAMN14943657	JABJRJ000000000.1	na	470	470	Acinetobacter baumannii	173005		latest	Scaffold	Major	Full	2020/09/15	ASM1455992v1	Huashan Hospital, Fudan University	GCA_014559925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/559/925/GCF_014559925.1_ASM1455992v1			na
GCF_014559955.1	PRJNA224116	SAMN14943661	JABJRF000000000.1	na	470	470	Acinetobacter baumannii	173625		latest	Scaffold	Major	Full	2020/09/15	ASM1455995v1	Huashan Hospital, Fudan University	GCA_014559955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/559/955/GCF_014559955.1_ASM1455995v1			na
GCF_014559965.1	PRJNA224116	SAMN14943660	JABJRG000000000.1	na	470	470	Acinetobacter baumannii	173329		latest	Scaffold	Major	Full	2020/09/15	ASM1455996v1	Huashan Hospital, Fudan University	GCA_014559965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/559/965/GCF_014559965.1_ASM1455996v1			na
GCF_014559975.1	PRJNA224116	SAMN14943663	JABJRD000000000.1	na	470	470	Acinetobacter baumannii	173876		latest	Scaffold	Major	Full	2020/09/15	ASM1455997v1	Huashan Hospital, Fudan University	GCA_014559975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/559/975/GCF_014559975.1_ASM1455997v1			na
GCF_014560015.1	PRJNA224116	SAMN14943658	JABJRI000000000.1	na	470	470	Acinetobacter baumannii	173011		latest	Scaffold	Major	Full	2020/09/15	ASM1456001v1	Huashan Hospital, Fudan University	GCA_014560015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/015/GCF_014560015.1_ASM1456001v1			na
GCF_014560035.1	PRJNA224116	SAMN14943654	JABJRM000000000.1	na	470	470	Acinetobacter baumannii	172315		latest	Scaffold	Major	Full	2020/09/15	ASM1456003v1	Huashan Hospital, Fudan University	GCA_014560035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/035/GCF_014560035.1_ASM1456003v1			na
GCF_014560045.1	PRJNA224116	SAMN14943659	JABJRH000000000.1	na	470	470	Acinetobacter baumannii	173189		latest	Scaffold	Major	Full	2020/09/15	ASM1456004v1	Huashan Hospital, Fudan University	GCA_014560045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/045/GCF_014560045.1_ASM1456004v1			na
GCF_014560065.1	PRJNA224116	SAMN14943656	JABJRK000000000.1	na	470	470	Acinetobacter baumannii	172985		latest	Scaffold	Major	Full	2020/09/15	ASM1456006v1	Huashan Hospital, Fudan University	GCA_014560065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/065/GCF_014560065.1_ASM1456006v1			na
GCF_014560095.1	PRJNA224116	SAMN14943655	JABJRL000000000.1	na	470	470	Acinetobacter baumannii	172830		latest	Scaffold	Major	Full	2020/09/15	ASM1456009v1	Huashan Hospital, Fudan University	GCA_014560095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/095/GCF_014560095.1_ASM1456009v1			na
GCF_014560115.1	PRJNA224116	SAMN14943652	JABJRO000000000.1	na	470	470	Acinetobacter baumannii	172188		latest	Scaffold	Major	Full	2020/09/15	ASM1456011v1	Huashan Hospital, Fudan University	GCA_014560115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/115/GCF_014560115.1_ASM1456011v1			na
GCF_014560135.1	PRJNA224116	SAMN14943650	JABJRQ000000000.1	na	470	470	Acinetobacter baumannii	170876		latest	Scaffold	Major	Full	2020/09/15	ASM1456013v1	Huashan Hospital, Fudan University	GCA_014560135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/135/GCF_014560135.1_ASM1456013v1			na
GCF_014560155.1	PRJNA224116	SAMN14943653	JABJRN000000000.1	na	470	470	Acinetobacter baumannii	172286		latest	Scaffold	Major	Full	2020/09/15	ASM1456015v1	Huashan Hospital, Fudan University	GCA_014560155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/155/GCF_014560155.1_ASM1456015v1			na
GCF_014560175.1	PRJNA224116	SAMN14943651	JABJRP000000000.1	na	470	470	Acinetobacter baumannii	171938		latest	Scaffold	Major	Full	2020/09/15	ASM1456017v1	Huashan Hospital, Fudan University	GCA_014560175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/175/GCF_014560175.1_ASM1456017v1			na
GCF_014560195.1	PRJNA224116	SAMN14943649	JABJRR000000000.1	na	470	470	Acinetobacter baumannii	170714		latest	Scaffold	Major	Full	2020/09/15	ASM1456019v1	Huashan Hospital, Fudan University	GCA_014560195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/195/GCF_014560195.1_ASM1456019v1			na
GCF_014560205.1	PRJNA224116	SAMN14943647	JABJRT000000000.1	na	470	470	Acinetobacter baumannii	170340		latest	Scaffold	Major	Full	2020/09/15	ASM1456020v1	Huashan Hospital, Fudan University	GCA_014560205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/205/GCF_014560205.1_ASM1456020v1			na
GCF_014560235.1	PRJNA224116	SAMN14943648	JABJRS000000000.1	na	470	470	Acinetobacter baumannii	170428		latest	Scaffold	Major	Full	2020/09/15	ASM1456023v1	Huashan Hospital, Fudan University	GCA_014560235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/235/GCF_014560235.1_ASM1456023v1			na
GCF_014560245.1	PRJNA224116	SAMN14943646	JABJRU000000000.1	na	470	470	Acinetobacter baumannii	163563		latest	Scaffold	Major	Full	2020/09/15	ASM1456024v1	Huashan Hospital, Fudan University	GCA_014560245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/245/GCF_014560245.1_ASM1456024v1			na
GCF_014560275.1	PRJNA224116	SAMN14943645	JABJRV000000000.1	na	470	470	Acinetobacter baumannii	163561		latest	Scaffold	Major	Full	2020/09/15	ASM1456027v1	Huashan Hospital, Fudan University	GCA_014560275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/275/GCF_014560275.1_ASM1456027v1			na
GCF_014560295.1	PRJNA224116	SAMN14943643	JABJRX000000000.1	na	470	470	Acinetobacter baumannii	163453		latest	Scaffold	Major	Full	2020/09/15	ASM1456029v1	Huashan Hospital, Fudan University	GCA_014560295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/295/GCF_014560295.1_ASM1456029v1			na
GCF_014560305.1	PRJNA224116	SAMN14943644	JABJRW000000000.1	na	470	470	Acinetobacter baumannii	163560		latest	Scaffold	Major	Full	2020/09/15	ASM1456030v1	Huashan Hospital, Fudan University	GCA_014560305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/305/GCF_014560305.1_ASM1456030v1			na
GCF_014560315.1	PRJNA224116	SAMN14943642	JABJRY000000000.1	na	470	470	Acinetobacter baumannii	163001		latest	Scaffold	Major	Full	2020/09/15	ASM1456031v1	Huashan Hospital, Fudan University	GCA_014560315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/315/GCF_014560315.1_ASM1456031v1			na
GCF_014560325.1	PRJNA224116	SAMN14943641	JABJRZ000000000.1	na	470	470	Acinetobacter baumannii	162912		latest	Scaffold	Major	Full	2020/09/15	ASM1456032v1	Huashan Hospital, Fudan University	GCA_014560325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/325/GCF_014560325.1_ASM1456032v1			na
GCF_014560375.1	PRJNA224116	SAMN14943640	JABJSA000000000.1	na	470	470	Acinetobacter baumannii	162487		latest	Scaffold	Major	Full	2020/09/15	ASM1456037v1	Huashan Hospital, Fudan University	GCA_014560375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/375/GCF_014560375.1_ASM1456037v1			na
GCF_014560395.1	PRJNA224116	SAMN14943639	JABJSB000000000.1	na	470	470	Acinetobacter baumannii	162456		latest	Scaffold	Major	Full	2020/09/15	ASM1456039v1	Huashan Hospital, Fudan University	GCA_014560395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/395/GCF_014560395.1_ASM1456039v1			na
GCF_014560405.1	PRJNA224116	SAMN14943637	JABJSC000000000.1	na	470	470	Acinetobacter baumannii	161988		latest	Scaffold	Major	Full	2020/09/15	ASM1456040v1	Huashan Hospital, Fudan University	GCA_014560405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/405/GCF_014560405.1_ASM1456040v1			na
GCF_014560425.1	PRJNA224116	SAMN14943636	JABJSD000000000.1	na	470	470	Acinetobacter baumannii	161636		latest	Scaffold	Major	Full	2020/09/15	ASM1456042v1	Huashan Hospital, Fudan University	GCA_014560425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/425/GCF_014560425.1_ASM1456042v1			na
GCF_014560475.1	PRJNA224116	SAMN14943635	JABJSE000000000.1	na	470	470	Acinetobacter baumannii	161600		latest	Scaffold	Major	Full	2020/09/15	ASM1456047v1	Huashan Hospital, Fudan University	GCA_014560475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/475/GCF_014560475.1_ASM1456047v1			na
GCF_014560495.1	PRJNA224116	SAMN14943634	JABJSF000000000.1	na	470	470	Acinetobacter baumannii	161382		latest	Scaffold	Major	Full	2020/09/15	ASM1456049v1	Huashan Hospital, Fudan University	GCA_014560495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/495/GCF_014560495.1_ASM1456049v1			na
GCF_014560515.1	PRJNA224116	SAMN14943633	JABJSG000000000.1	na	470	470	Acinetobacter baumannii	161381		latest	Scaffold	Major	Full	2020/09/15	ASM1456051v1	Huashan Hospital, Fudan University	GCA_014560515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/515/GCF_014560515.1_ASM1456051v1			na
GCF_014560525.1	PRJNA224116	SAMN14943632	JABJSH000000000.1	na	470	470	Acinetobacter baumannii	160152		latest	Scaffold	Major	Full	2020/09/15	ASM1456052v1	Huashan Hospital, Fudan University	GCA_014560525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/525/GCF_014560525.1_ASM1456052v1			na
GCF_014560535.1	PRJNA224116	SAMN14943630	JABJSJ000000000.1	na	470	470	Acinetobacter baumannii	160058		latest	Scaffold	Major	Full	2020/09/15	ASM1456053v1	Huashan Hospital, Fudan University	GCA_014560535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/535/GCF_014560535.1_ASM1456053v1			na
GCF_014560575.1	PRJNA224116	SAMN14943628	JABJSL000000000.1	na	470	470	Acinetobacter baumannii	131111		latest	Scaffold	Major	Full	2020/09/15	ASM1456057v1	Huashan Hospital, Fudan University	GCA_014560575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/575/GCF_014560575.1_ASM1456057v1			na
GCF_014560585.1	PRJNA224116	SAMN14943625	JABJSO000000000.1	na	470	470	Acinetobacter baumannii	130711		latest	Scaffold	Major	Full	2020/09/15	ASM1456058v1	Huashan Hospital, Fudan University	GCA_014560585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/585/GCF_014560585.1_ASM1456058v1			na
GCF_014560615.1	PRJNA224116	SAMN14943626	JABJSN000000000.1	na	470	470	Acinetobacter baumannii	130811		latest	Scaffold	Major	Full	2020/09/15	ASM1456061v1	Huashan Hospital, Fudan University	GCA_014560615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/615/GCF_014560615.1_ASM1456061v1			na
GCF_014560625.1	PRJNA224116	SAMN14943627	JABJSM000000000.1	na	470	470	Acinetobacter baumannii	130911		latest	Scaffold	Major	Full	2020/09/15	ASM1456062v1	Huashan Hospital, Fudan University	GCA_014560625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/560/625/GCF_014560625.1_ASM1456062v1			na
